Gene Name,Combinations,Diseases,ICD-10 ID,Partner Genes
EPHB3,OLI328,Amyotrophic lateral sclerosis,G12.2,ARHGEF28; AVPR2; EPHB3; FAM170A; POU2F1; RDX; SOD1
SOD1,OLI328,Amyotrophic lateral sclerosis,G12.2,ARHGEF28; AVPR2; EPHB3; FAM170A; POU2F1; RDX; SOD1
FAM170A,OLI328,Amyotrophic lateral sclerosis,G12.2,ARHGEF28; AVPR2; EPHB3; FAM170A; POU2F1; RDX; SOD1
NOB1,OLI329,Amyotrophic lateral sclerosis,G12.2,ALOX15; AR; COL4A1; FBXW8; NOB1; PMM2; SOD1; TPP1
SOD1,OLI329,Amyotrophic lateral sclerosis,G12.2,ALOX15; AR; COL4A1; FBXW8; NOB1; PMM2; SOD1; TPP1
FBXW8,OLI329,Amyotrophic lateral sclerosis,G12.2,ALOX15; AR; COL4A1; FBXW8; NOB1; PMM2; SOD1; TPP1
TPP1,OLI329,Amyotrophic lateral sclerosis,G12.2,ALOX15; AR; COL4A1; FBXW8; NOB1; PMM2; SOD1; TPP1
AR,OLI329,Amyotrophic lateral sclerosis,G12.2,ALOX15; AR; COL4A1; FBXW8; NOB1; PMM2; SOD1; TPP1
PMM2,OLI329,Amyotrophic lateral sclerosis,G12.2,ALOX15; AR; COL4A1; FBXW8; NOB1; PMM2; SOD1; TPP1
COL4A1,OLI329,Amyotrophic lateral sclerosis,G12.2,ALOX15; AR; COL4A1; FBXW8; NOB1; PMM2; SOD1; TPP1
ALOX15,OLI329,Amyotrophic lateral sclerosis,G12.2,ALOX15; AR; COL4A1; FBXW8; NOB1; PMM2; SOD1; TPP1
PRRT2,OLI330,Amyotrophic lateral sclerosis,G12.2,ADA2; APTX; BICD2; CACNA1H; CDH23; CHRNE; LAMB2; MYH11; NME8; PRRT2; QARS1; SLC26A10; SOD1; UNC13A
APTX,OLI330,Amyotrophic lateral sclerosis,G12.2,ADA2; APTX; BICD2; CACNA1H; CDH23; CHRNE; LAMB2; MYH11; NME8; PRRT2; QARS1; SLC26A10; SOD1; UNC13A
CACNA1H,OLI330,Amyotrophic lateral sclerosis,G12.2,ADA2; APTX; BICD2; CACNA1H; CDH23; CHRNE; LAMB2; MYH11; NME8; PRRT2; QARS1; SLC26A10; SOD1; UNC13A
CDH23,OLI330,Amyotrophic lateral sclerosis,G12.2,ADA2; APTX; BICD2; CACNA1H; CDH23; CHRNE; LAMB2; MYH11; NME8; PRRT2; QARS1; SLC26A10; SOD1; UNC13A
MYH11,OLI330,Amyotrophic lateral sclerosis,G12.2,ADA2; APTX; BICD2; CACNA1H; CDH23; CHRNE; LAMB2; MYH11; NME8; PRRT2; QARS1; SLC26A10; SOD1; UNC13A
BICD2,OLI330,Amyotrophic lateral sclerosis,G12.2,ADA2; APTX; BICD2; CACNA1H; CDH23; CHRNE; LAMB2; MYH11; NME8; PRRT2; QARS1; SLC26A10; SOD1; UNC13A
LAMB2,OLI330,Amyotrophic lateral sclerosis,G12.2,ADA2; APTX; BICD2; CACNA1H; CDH23; CHRNE; LAMB2; MYH11; NME8; PRRT2; QARS1; SLC26A10; SOD1; UNC13A
UNC13A,OLI330,Amyotrophic lateral sclerosis,G12.2,ADA2; APTX; BICD2; CACNA1H; CDH23; CHRNE; LAMB2; MYH11; NME8; PRRT2; QARS1; SLC26A10; SOD1; UNC13A
SOD1,OLI330,Amyotrophic lateral sclerosis,G12.2,ADA2; APTX; BICD2; CACNA1H; CDH23; CHRNE; LAMB2; MYH11; NME8; PRRT2; QARS1; SLC26A10; SOD1; UNC13A
SLC26A10,OLI330,Amyotrophic lateral sclerosis,G12.2,ADA2; APTX; BICD2; CACNA1H; CDH23; CHRNE; LAMB2; MYH11; NME8; PRRT2; QARS1; SLC26A10; SOD1; UNC13A
QARS1,OLI330,Amyotrophic lateral sclerosis,G12.2,ADA2; APTX; BICD2; CACNA1H; CDH23; CHRNE; LAMB2; MYH11; NME8; PRRT2; QARS1; SLC26A10; SOD1; UNC13A
NME8,OLI330,Amyotrophic lateral sclerosis,G12.2,ADA2; APTX; BICD2; CACNA1H; CDH23; CHRNE; LAMB2; MYH11; NME8; PRRT2; QARS1; SLC26A10; SOD1; UNC13A
CHRNE,OLI330,Amyotrophic lateral sclerosis,G12.2,ADA2; APTX; BICD2; CACNA1H; CDH23; CHRNE; LAMB2; MYH11; NME8; PRRT2; QARS1; SLC26A10; SOD1; UNC13A
ADA2,OLI330,Amyotrophic lateral sclerosis,G12.2,ADA2; APTX; BICD2; CACNA1H; CDH23; CHRNE; LAMB2; MYH11; NME8; PRRT2; QARS1; SLC26A10; SOD1; UNC13A
ITPR1,OLI331,Amyotrophic lateral sclerosis,G12.2,ARHGEF10; FAM126A; GRWD1; HEXB; ITPR1; MARS1; POLG2; SOD1
FAM126A,OLI331,Amyotrophic lateral sclerosis,G12.2,ARHGEF10; FAM126A; GRWD1; HEXB; ITPR1; MARS1; POLG2; SOD1
HEXB,OLI331,Amyotrophic lateral sclerosis,G12.2,ARHGEF10; FAM126A; GRWD1; HEXB; ITPR1; MARS1; POLG2; SOD1
POLG2,OLI331,Amyotrophic lateral sclerosis,G12.2,ARHGEF10; FAM126A; GRWD1; HEXB; ITPR1; MARS1; POLG2; SOD1
SOD1,OLI331,Amyotrophic lateral sclerosis,G12.2,ARHGEF10; FAM126A; GRWD1; HEXB; ITPR1; MARS1; POLG2; SOD1
MARS1,OLI331,Amyotrophic lateral sclerosis,G12.2,ARHGEF10; FAM126A; GRWD1; HEXB; ITPR1; MARS1; POLG2; SOD1
ARHGEF10,OLI331,Amyotrophic lateral sclerosis,G12.2,ARHGEF10; FAM126A; GRWD1; HEXB; ITPR1; MARS1; POLG2; SOD1
GRWD1,OLI331,Amyotrophic lateral sclerosis,G12.2,ARHGEF10; FAM126A; GRWD1; HEXB; ITPR1; MARS1; POLG2; SOD1
XK,OLI332,Amyotrophic lateral sclerosis,G12.2,ADGRB2; CACNA1H; CHRNB1; GALC; HTT; ITPR1; SOD1; XK
HTT,OLI332,Amyotrophic lateral sclerosis,G12.2,ADGRB2; CACNA1H; CHRNB1; GALC; HTT; ITPR1; SOD1; XK
CHRNB1,OLI332,Amyotrophic lateral sclerosis,G12.2,ADGRB2; CACNA1H; CHRNB1; GALC; HTT; ITPR1; SOD1; XK
ITPR1,OLI332,Amyotrophic lateral sclerosis,G12.2,ADGRB2; CACNA1H; CHRNB1; GALC; HTT; ITPR1; SOD1; XK
GALC,OLI332,Amyotrophic lateral sclerosis,G12.2,ADGRB2; CACNA1H; CHRNB1; GALC; HTT; ITPR1; SOD1; XK
CACNA1H,OLI332,Amyotrophic lateral sclerosis,G12.2,ADGRB2; CACNA1H; CHRNB1; GALC; HTT; ITPR1; SOD1; XK
ADGRB2,OLI332,Amyotrophic lateral sclerosis,G12.2,ADGRB2; CACNA1H; CHRNB1; GALC; HTT; ITPR1; SOD1; XK
SOD1,OLI332,Amyotrophic lateral sclerosis,G12.2,ADGRB2; CACNA1H; CHRNB1; GALC; HTT; ITPR1; SOD1; XK
POU2F1,OLI333,Amyotrophic lateral sclerosis,G12.2,ADCY5; AHNAK; ANG; ATP7A; KIAA1755; KMT2C; MYOM1; POU2F1; SOD1
AHNAK,OLI333,Amyotrophic lateral sclerosis,G12.2,ADCY5; AHNAK; ANG; ATP7A; KIAA1755; KMT2C; MYOM1; POU2F1; SOD1
ANG,OLI333,Amyotrophic lateral sclerosis,G12.2,ADCY5; AHNAK; ANG; ATP7A; KIAA1755; KMT2C; MYOM1; POU2F1; SOD1
ATP7A,OLI333,Amyotrophic lateral sclerosis,G12.2,ADCY5; AHNAK; ANG; ATP7A; KIAA1755; KMT2C; MYOM1; POU2F1; SOD1
KIAA1755,OLI333,Amyotrophic lateral sclerosis,G12.2,ADCY5; AHNAK; ANG; ATP7A; KIAA1755; KMT2C; MYOM1; POU2F1; SOD1
KMT2C,OLI333,Amyotrophic lateral sclerosis,G12.2,ADCY5; AHNAK; ANG; ATP7A; KIAA1755; KMT2C; MYOM1; POU2F1; SOD1
MYOM1,OLI333,Amyotrophic lateral sclerosis,G12.2,ADCY5; AHNAK; ANG; ATP7A; KIAA1755; KMT2C; MYOM1; POU2F1; SOD1
SOD1,OLI333,Amyotrophic lateral sclerosis,G12.2,ADCY5; AHNAK; ANG; ATP7A; KIAA1755; KMT2C; MYOM1; POU2F1; SOD1
ADCY5,OLI333,Amyotrophic lateral sclerosis,G12.2,ADCY5; AHNAK; ANG; ATP7A; KIAA1755; KMT2C; MYOM1; POU2F1; SOD1
SPG11,OLI334,Amyotrophic lateral sclerosis,G12.2,CACNA1H; PGAM4; SOD1; SPG11
CACNA1H,OLI334,Amyotrophic lateral sclerosis,G12.2,CACNA1H; PGAM4; SOD1; SPG11
PGAM4,OLI334,Amyotrophic lateral sclerosis,G12.2,CACNA1H; PGAM4; SOD1; SPG11
SOD1,OLI334,Amyotrophic lateral sclerosis,G12.2,CACNA1H; PGAM4; SOD1; SPG11
GALC,OLI335,Amyotrophic lateral sclerosis,G12.2,CAPN1; CHAT; GALC; KIF1B; SOD1
SOD1,OLI335,Amyotrophic lateral sclerosis,G12.2,CAPN1; CHAT; GALC; KIF1B; SOD1
CAPN1,OLI335,Amyotrophic lateral sclerosis,G12.2,CAPN1; CHAT; GALC; KIF1B; SOD1
CHAT,OLI335,Amyotrophic lateral sclerosis,G12.2,CAPN1; CHAT; GALC; KIF1B; SOD1
KIF1B,OLI335,Amyotrophic lateral sclerosis,G12.2,CAPN1; CHAT; GALC; KIF1B; SOD1
BAZ1B,OLI336,Isolated Klippel-Feil syndrome,Q76.1,BAZ1B; GRIP1; SUFU; TBX6
SUFU,OLI336,Isolated Klippel-Feil syndrome,Q76.1,BAZ1B; GRIP1; SUFU; TBX6
TBX6,OLI336,Isolated Klippel-Feil syndrome,Q76.1,BAZ1B; GRIP1; SUFU; TBX6
GRIP1,OLI336,Isolated Klippel-Feil syndrome,Q76.1,BAZ1B; GRIP1; SUFU; TBX6
SUFU,OLI337,Isolated Klippel-Feil syndrome,Q76.1,MYO18B; SUFU; WNT7A
WNT7A,OLI337,Isolated Klippel-Feil syndrome,Q76.1,MYO18B; SUFU; WNT7A
MYO18B,OLI337,Isolated Klippel-Feil syndrome,Q76.1,MYO18B; SUFU; WNT7A
POR,OLI338,Isolated Klippel-Feil syndrome,Q76.1,FUZ; MAP3K7; POR
MAP3K7,OLI338,Isolated Klippel-Feil syndrome,Q76.1,FUZ; MAP3K7; POR
FUZ,OLI338,Isolated Klippel-Feil syndrome,Q76.1,FUZ; MAP3K7; POR
FRAS1,OLI339,Isolated Klippel-Feil syndrome,Q76.1,CHD7; FRAS1
CHD7,OLI339,Isolated Klippel-Feil syndrome,Q76.1,CHD7; FRAS1
COG1,OLI340,Isolated Klippel-Feil syndrome,Q76.1,BAZ1B; COG1
BAZ1B,OLI340,Isolated Klippel-Feil syndrome,Q76.1,BAZ1B; COG1
HOXD13,OLI341,Isolated Klippel-Feil syndrome,Q76.1,ANKRD11; HOXD13; MYO18B
ANKRD11,OLI341,Isolated Klippel-Feil syndrome,Q76.1,ANKRD11; HOXD13; MYO18B
MYO18B,OLI341,Isolated Klippel-Feil syndrome,Q76.1,ANKRD11; HOXD13; MYO18B
FREM2,OLI342,Isolated Klippel-Feil syndrome,Q76.1,FREM2; MYO18B
MYO18B,OLI342,Isolated Klippel-Feil syndrome,Q76.1,FREM2; MYO18B
MYO7A,OLI343,"46,XY disorder of sex development",N.A.,CDH23; MAML1; MAMLD1; MYO7A; RET
MAMLD1,OLI343,"46,XY disorder of sex development",N.A.,CDH23; MAML1; MAMLD1; MYO7A; RET
MAML1,OLI343,"46,XY disorder of sex development",N.A.,CDH23; MAML1; MAMLD1; MYO7A; RET
CDH23,OLI343,"46,XY disorder of sex development",N.A.,CDH23; MAML1; MAMLD1; MYO7A; RET
RET,OLI343,"46,XY disorder of sex development",N.A.,CDH23; MAML1; MAMLD1; MYO7A; RET
GLI3,OLI344,"46,XY disorder of sex development",N.A.,GLI2; GLI3; MAMLD1; NOTCH2; WNT9B
WNT9B,OLI344,"46,XY disorder of sex development",N.A.,GLI2; GLI3; MAMLD1; NOTCH2; WNT9B
MAMLD1,OLI344,"46,XY disorder of sex development",N.A.,GLI2; GLI3; MAMLD1; NOTCH2; WNT9B
NOTCH2,OLI344,"46,XY disorder of sex development",N.A.,GLI2; GLI3; MAMLD1; NOTCH2; WNT9B
GLI2,OLI344,"46,XY disorder of sex development",N.A.,GLI2; GLI3; MAMLD1; NOTCH2; WNT9B
MYO7A,OLI345,"46,XY disorder of sex development",N.A.,MAMLD1; MYO7A
MAMLD1,OLI345,"46,XY disorder of sex development",N.A.,MAMLD1; MYO7A
GLI3,OLI346,"46,XY disorder of sex development",N.A.,GLI3; MAML3; MAMLD1
MAMLD1,OLI346,"46,XY disorder of sex development",N.A.,GLI3; MAML3; MAMLD1
MAML3,OLI346,"46,XY disorder of sex development",N.A.,GLI3; MAML3; MAMLD1
GLI2,OLI347,"46,XY disorder of sex development",N.A.,GLI2; MAMLD1; NOTCH2; RET
NOTCH2,OLI347,"46,XY disorder of sex development",N.A.,GLI2; MAMLD1; NOTCH2; RET
MAMLD1,OLI347,"46,XY disorder of sex development",N.A.,GLI2; MAMLD1; NOTCH2; RET
RET,OLI347,"46,XY disorder of sex development",N.A.,GLI2; MAMLD1; NOTCH2; RET
GLI3,OLI348,"46,XY disorder of sex development",N.A.,CYP1A1; FRAS1; GLI3; MAMLD1; MYO7A; WNT9A
MYO7A,OLI348,"46,XY disorder of sex development",N.A.,CYP1A1; FRAS1; GLI3; MAMLD1; MYO7A; WNT9A
FRAS1,OLI348,"46,XY disorder of sex development",N.A.,CYP1A1; FRAS1; GLI3; MAMLD1; MYO7A; WNT9A
MAMLD1,OLI348,"46,XY disorder of sex development",N.A.,CYP1A1; FRAS1; GLI3; MAMLD1; MYO7A; WNT9A
WNT9A,OLI348,"46,XY disorder of sex development",N.A.,CYP1A1; FRAS1; GLI3; MAMLD1; MYO7A; WNT9A
CYP1A1,OLI348,"46,XY disorder of sex development",N.A.,CYP1A1; FRAS1; GLI3; MAMLD1; MYO7A; WNT9A
MAMLD1,OLI349,"46,XY disorder of sex development",N.A.,CYP1A1; MAMLD1; PIK3R3
CYP1A1,OLI349,"46,XY disorder of sex development",N.A.,CYP1A1; MAMLD1; PIK3R3
PIK3R3,OLI349,"46,XY disorder of sex development",N.A.,CYP1A1; MAMLD1; PIK3R3
FRAS1,OLI350,"46,XY disorder of sex development",N.A.,CDH23; FRAS1; FREM2; MAMLD1; MYO7A
FREM2,OLI350,"46,XY disorder of sex development",N.A.,CDH23; FRAS1; FREM2; MAMLD1; MYO7A
MAMLD1,OLI350,"46,XY disorder of sex development",N.A.,CDH23; FRAS1; FREM2; MAMLD1; MYO7A
MYO7A,OLI350,"46,XY disorder of sex development",N.A.,CDH23; FRAS1; FREM2; MAMLD1; MYO7A
CDH23,OLI350,"46,XY disorder of sex development",N.A.,CDH23; FRAS1; FREM2; MAMLD1; MYO7A
CDH23,OLI351,"46,XY disorder of sex development",N.A.,CDH23; FRAS1; MAML3; MAMLD1; WNT9B
MAML3,OLI351,"46,XY disorder of sex development",N.A.,CDH23; FRAS1; MAML3; MAMLD1; WNT9B
WNT9B,OLI351,"46,XY disorder of sex development",N.A.,CDH23; FRAS1; MAML3; MAMLD1; WNT9B
MAMLD1,OLI351,"46,XY disorder of sex development",N.A.,CDH23; FRAS1; MAML3; MAMLD1; WNT9B
FRAS1,OLI351,"46,XY disorder of sex development",N.A.,CDH23; FRAS1; MAML3; MAMLD1; WNT9B
MAMLD1,OLI352,"46,XY disorder of sex development",N.A.,CDH23; EVC; FLNA; FRAS1; MAML2; MAMLD1; MYO7A; NOTCH2; PIK3R3; PTPN11
PTPN11,OLI352,"46,XY disorder of sex development",N.A.,CDH23; EVC; FLNA; FRAS1; MAML2; MAMLD1; MYO7A; NOTCH2; PIK3R3; PTPN11
PIK3R3,OLI352,"46,XY disorder of sex development",N.A.,CDH23; EVC; FLNA; FRAS1; MAML2; MAMLD1; MYO7A; NOTCH2; PIK3R3; PTPN11
EVC,OLI352,"46,XY disorder of sex development",N.A.,CDH23; EVC; FLNA; FRAS1; MAML2; MAMLD1; MYO7A; NOTCH2; PIK3R3; PTPN11
CDH23,OLI352,"46,XY disorder of sex development",N.A.,CDH23; EVC; FLNA; FRAS1; MAML2; MAMLD1; MYO7A; NOTCH2; PIK3R3; PTPN11
MAML2,OLI352,"46,XY disorder of sex development",N.A.,CDH23; EVC; FLNA; FRAS1; MAML2; MAMLD1; MYO7A; NOTCH2; PIK3R3; PTPN11
MYO7A,OLI352,"46,XY disorder of sex development",N.A.,CDH23; EVC; FLNA; FRAS1; MAML2; MAMLD1; MYO7A; NOTCH2; PIK3R3; PTPN11
FRAS1,OLI352,"46,XY disorder of sex development",N.A.,CDH23; EVC; FLNA; FRAS1; MAML2; MAMLD1; MYO7A; NOTCH2; PIK3R3; PTPN11
NOTCH2,OLI352,"46,XY disorder of sex development",N.A.,CDH23; EVC; FLNA; FRAS1; MAML2; MAMLD1; MYO7A; NOTCH2; PIK3R3; PTPN11
FLNA,OLI352,"46,XY disorder of sex development",N.A.,CDH23; EVC; FLNA; FRAS1; MAML2; MAMLD1; MYO7A; NOTCH2; PIK3R3; PTPN11
DUSP6,OLI353,Kallmann syndrome,E23.0,CCDC141; DUSP6
CCDC141,OLI353,Kallmann syndrome,E23.0,CCDC141; DUSP6
GNRH1,OLI354,Kallmann syndrome,E23.0,CHD7; GNRH1; IL17RD; RNF216; SEMA7A
IL17RD,OLI354,Kallmann syndrome,E23.0,CHD7; GNRH1; IL17RD; RNF216; SEMA7A
RNF216,OLI354,Kallmann syndrome,E23.0,CHD7; GNRH1; IL17RD; RNF216; SEMA7A
CHD7,OLI354,Kallmann syndrome,E23.0,CHD7; GNRH1; IL17RD; RNF216; SEMA7A
SEMA7A,OLI354,Kallmann syndrome,E23.0,CHD7; GNRH1; IL17RD; RNF216; SEMA7A
ANOS1,OLI355,Kallmann syndrome,E23.0,ANOS1; IL17RD
IL17RD,OLI355,Kallmann syndrome,E23.0,ANOS1; IL17RD
IL17RD,OLI356,Kallmann syndrome,E23.0,FGFR1; IL17RD
FGFR1,OLI356,Kallmann syndrome,E23.0,FGFR1; IL17RD
WDR11,OLI357,Kallmann syndrome,E23.0,HS6ST1; IL17RD; LEPR; WDR11
LEPR,OLI357,Kallmann syndrome,E23.0,HS6ST1; IL17RD; LEPR; WDR11
IL17RD,OLI357,Kallmann syndrome,E23.0,HS6ST1; IL17RD; LEPR; WDR11
HS6ST1,OLI357,Kallmann syndrome,E23.0,HS6ST1; IL17RD; LEPR; WDR11
SPRY4,OLI358,Kallmann syndrome,E23.0,PLXNA1; SPRY4
PLXNA1,OLI358,Kallmann syndrome,E23.0,PLXNA1; SPRY4
NPHP3,OLI359,Nephronophthisis,Q61.5,CC2D2A; NPHP3; NPHP4
NPHP4,OLI359,Nephronophthisis,Q61.5,CC2D2A; NPHP3; NPHP4
CC2D2A,OLI359,Nephronophthisis,Q61.5,CC2D2A; NPHP3; NPHP4
TBK1,OLI360,Frontotemporal dementia,G31.0,OPTN; TBK1
OPTN,OLI360,Frontotemporal dementia,G31.0,OPTN; TBK1
KCNQ1,OLI361,Familial long QT syndrome,I45.8,KCNH2; KCNQ1
KCNH2,OLI361,Familial long QT syndrome,I45.8,KCNH2; KCNQ1
KCNH2,OLI362,Familial long QT syndrome,I45.8,KCNH2; KCNQ1
KCNQ1,OLI362,Familial long QT syndrome,I45.8,KCNH2; KCNQ1
SCN5A,OLI363,Familial long QT syndrome,I45.8,KCNH2; SCN5A
KCNH2,OLI363,Familial long QT syndrome,I45.8,KCNH2; SCN5A
KCNE2,OLI364,Familial long QT syndrome,I45.8,KCNE2; SCN5A
SCN5A,OLI364,Familial long QT syndrome,I45.8,KCNE2; SCN5A
IL17RD,OLI365,Kallmann syndrome,E23.0,FGFR1; IL17RD
FGFR1,OLI365,Kallmann syndrome,E23.0,FGFR1; IL17RD
IL17RD,OLI366,Kallmann syndrome,E23.0,IL17RD; KISS1R
KISS1R,OLI366,Kallmann syndrome,E23.0,IL17RD; KISS1R
FLRT3,OLI367,Kallmann syndrome,E23.0,FGF17; FGFR1; FLRT3; HS6ST1
FGFR1,OLI367,Kallmann syndrome,E23.0,FGF17; FGFR1; FLRT3; HS6ST1
FGF17,OLI367,Kallmann syndrome,E23.0,FGF17; FGFR1; FLRT3; HS6ST1
HS6ST1,OLI367,Kallmann syndrome,E23.0,FGF17; FGFR1; FLRT3; HS6ST1
FGFR1,OLI368,Kallmann syndrome,E23.0,DUSP6; FGFR1
DUSP6,OLI368,Kallmann syndrome,E23.0,DUSP6; FGFR1
DUSP6,OLI369,Kallmann syndrome,E23.0,DUSP6; SPRY4
SPRY4,OLI369,Kallmann syndrome,E23.0,DUSP6; SPRY4
SPRY4,OLI370,Kallmann syndrome,E23.0,DUSP6; SPRY4
DUSP6,OLI370,Kallmann syndrome,E23.0,DUSP6; SPRY4
SPRY4,OLI371,Kallmann syndrome,E23.0,FGFR1; SPRY4
FGFR1,OLI371,Kallmann syndrome,E23.0,FGFR1; SPRY4
FGFR1,OLI372,Kallmann syndrome,E23.0,FGFR1; FLRT3
FLRT3,OLI372,Kallmann syndrome,E23.0,FGFR1; FLRT3
FGFR1,OLI373,Normosmic congenital hypogonadotropic hypogonadism,E23.0,FGFR1; GNRH1; PROKR2
PROKR2,OLI373,Normosmic congenital hypogonadotropic hypogonadism,E23.0,FGFR1; GNRH1; PROKR2
GNRH1,OLI373,Normosmic congenital hypogonadotropic hypogonadism,E23.0,FGFR1; GNRH1; PROKR2
FGFR1,OLI374,Normosmic congenital hypogonadotropic hypogonadism,E23.0,FGFR1; TACR3
TACR3,OLI374,Normosmic congenital hypogonadotropic hypogonadism,E23.0,FGFR1; TACR3
FGFR1,OLI375,Normosmic congenital hypogonadotropic hypogonadism,E23.0,FGFR1; KISS1R
KISS1R,OLI375,Normosmic congenital hypogonadotropic hypogonadism,E23.0,FGFR1; KISS1R
COL4A3,OLI376,Alport syndrome,Q87.8,COL4A3; COL4A4
COL4A4,OLI376,Alport syndrome,Q87.8,COL4A3; COL4A4
COL4A4,OLI377,Alport syndrome,Q87.8,COL4A3; COL4A4
COL4A3,OLI377,Alport syndrome,Q87.8,COL4A3; COL4A4
COL4A3,OLI378,Alport syndrome,Q87.8,COL4A3; COL4A4
COL4A4,OLI378,Alport syndrome,Q87.8,COL4A3; COL4A4
COL4A3,OLI379,Alport syndrome,Q87.8,COL4A3; COL4A4
COL4A4,OLI379,Alport syndrome,Q87.8,COL4A3; COL4A4
COL4A4,OLI380,Alport syndrome,Q87.8,COL4A3; COL4A4
COL4A3,OLI380,Alport syndrome,Q87.8,COL4A3; COL4A4
COL4A3,OLI381,Alport syndrome,Q87.8,COL4A3; COL4A4
COL4A4,OLI381,Alport syndrome,Q87.8,COL4A3; COL4A4
COL4A3,OLI382,Alport syndrome,Q87.8,COL4A3; COL4A4
COL4A4,OLI382,Alport syndrome,Q87.8,COL4A3; COL4A4
COL4A4,OLI383,Alport syndrome,Q87.8,COL4A4; COL4A5
COL4A5,OLI383,Alport syndrome,Q87.8,COL4A4; COL4A5
COL4A4,OLI384,Alport syndrome,Q87.8,COL4A4; COL4A5
COL4A5,OLI384,Alport syndrome,Q87.8,COL4A4; COL4A5
COL4A5,OLI385,Alport syndrome,Q87.8,COL4A4; COL4A5
COL4A4,OLI385,Alport syndrome,Q87.8,COL4A4; COL4A5
COL4A4,OLI386,Alport syndrome,Q87.8,COL4A4; COL4A5
COL4A5,OLI386,Alport syndrome,Q87.8,COL4A4; COL4A5
COL4A5,OLI387,Alport syndrome,Q87.8,COL4A4; COL4A5
COL4A4,OLI387,Alport syndrome,Q87.8,COL4A4; COL4A5
COL4A5,OLI388,Alport syndrome,Q87.8,COL4A4; COL4A5
COL4A4,OLI388,Alport syndrome,Q87.8,COL4A4; COL4A5
NSMF,OLI389,Kallmann syndrome,E23.0,FGFR1; NSMF
FGFR1,OLI389,Kallmann syndrome,E23.0,FGFR1; NSMF
NSMF,OLI390,Kallmann syndrome,E23.0,FGFR1; NSMF
FGFR1,OLI390,Kallmann syndrome,E23.0,FGFR1; NSMF
ANOS1,OLI391,Normosmic congenital hypogonadotropic hypogonadism,E23.0,ANOS1; FGFR1
FGFR1,OLI391,Normosmic congenital hypogonadotropic hypogonadism,E23.0,ANOS1; FGFR1
TACR3,OLI392,Kallmann syndrome,E23.0,FGFR1; TACR3
FGFR1,OLI392,Kallmann syndrome,E23.0,FGFR1; TACR3
SPRY4,OLI393,Normosmic congenital hypogonadotropic hypogonadism,E23.0,SPRY4; TACR3
TACR3,OLI393,Normosmic congenital hypogonadotropic hypogonadism,E23.0,SPRY4; TACR3
TAC3,OLI394,Normosmic congenital hypogonadotropic hypogonadism,E23.0,HS6ST1; TAC3
HS6ST1,OLI394,Normosmic congenital hypogonadotropic hypogonadism,E23.0,HS6ST1; TAC3
ANOS1,OLI395,Kallmann syndrome,E23.0,ANOS1; TACR3
TACR3,OLI395,Kallmann syndrome,E23.0,ANOS1; TACR3
PROK2,OLI396,Isolated congenital hypogonadotropic hypogonadism,E23.0,PROK2; PROKR2
PROK2,OLI396,Kallmann syndrome,E23.0,PROK2; PROKR2
PROKR2,OLI396,Isolated congenital hypogonadotropic hypogonadism,E23.0,PROK2; PROKR2
PROKR2,OLI396,Kallmann syndrome,E23.0,PROK2; PROKR2
FGF8,OLI397,Normosmic congenital hypogonadotropic hypogonadism,E23.0,FGF8; FGFR1
FGFR1,OLI397,Normosmic congenital hypogonadotropic hypogonadism,E23.0,FGF8; FGFR1
TYR,OLI398,Ocular albinism with congenital sensorineural deafness,E70.3,MITF; TYR
MITF,OLI398,Ocular albinism with congenital sensorineural deafness,E70.3,MITF; TYR
MITF,OLI399,Ocular albinism with congenital sensorineural deafness,E70.3,MITF; TYR
TYR,OLI399,Ocular albinism with congenital sensorineural deafness,E70.3,MITF; TYR
ZFPM2,OLI400,"46,XY partial gonadal dysgenesis",Q56.1,NR5A1; ZFPM2
ZFPM2,OLI400,"46,XY disorder of sex development",N.A.,NR5A1; ZFPM2
NR5A1,OLI400,"46,XY partial gonadal dysgenesis",Q56.1,NR5A1; ZFPM2
NR5A1,OLI400,"46,XY disorder of sex development",N.A.,NR5A1; ZFPM2
NR5A1,OLI401,"46,XY disorder of sex development",N.A.,NR5A1; SRD5A2
NR5A1,OLI401,"46,XY partial gonadal dysgenesis",Q56.1,NR5A1; SRD5A2
SRD5A2,OLI401,"46,XY disorder of sex development",N.A.,NR5A1; SRD5A2
SRD5A2,OLI401,"46,XY partial gonadal dysgenesis",Q56.1,NR5A1; SRD5A2
E2F4,OLI402,Non-acquired combined pituitary hormone deficiency,E23.0,ALMS1; BMP4; E2F4; SMAD4; TSHZ1
BMP4,OLI402,Non-acquired combined pituitary hormone deficiency,E23.0,ALMS1; BMP4; E2F4; SMAD4; TSHZ1
TSHZ1,OLI402,Non-acquired combined pituitary hormone deficiency,E23.0,ALMS1; BMP4; E2F4; SMAD4; TSHZ1
ALMS1,OLI402,Non-acquired combined pituitary hormone deficiency,E23.0,ALMS1; BMP4; E2F4; SMAD4; TSHZ1
SMAD4,OLI402,Non-acquired combined pituitary hormone deficiency,E23.0,ALMS1; BMP4; E2F4; SMAD4; TSHZ1
HS1BP3,OLI403,Benign essential blepharospasm,N.A.,GNA14; HS1BP3
HS1BP3,OLI403,Parkinson disease,N.A.,GNA14; HS1BP3
GNA14,OLI403,Benign essential blepharospasm,N.A.,GNA14; HS1BP3
GNA14,OLI403,Parkinson disease,N.A.,GNA14; HS1BP3
